qid-28,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-12,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-47,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-48,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-24,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-41,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-46,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-7,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-9,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-10,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-3,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-44,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-6,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-32,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-17,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-42,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-19,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-45,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-33,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-14,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-1,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-50,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-34,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-15,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-31,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-40,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-2,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-39,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-21,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-8,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-16,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-13,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-43,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-38,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-18,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-37,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
qid-5,144,1296,149.421875,331.015625,135.21875,351.21875,504.609375,662.203125,466.40625,682.40625,504.609375,662.203125,797.59375,1013.59375,504.609375,662.203125,1128.78125,1344.78125,504.609375,662.203125
